timestamp_utc,timestamp_local,temperature_c,relative_humidity_pct,wind_speed_10m_mps,solar_radiation_wm2,dew_point_c,surface_pressure_kpa
2024-05-10 23:00:00+00:00,2024-05-11 04:30:00+05:30,27.61,49.26,2.05,0.0,16.05,98.37
2024-05-11 00:00:00+00:00,2024-05-11 05:30:00+05:30,27.6,49.11,2.17,21.33,16.0,98.43
2024-05-11 01:00:00+00:00,2024-05-11 06:30:00+05:30,28.55,46.5,1.85,124.22,16.0,98.5
2024-05-11 02:00:00+00:00,2024-05-11 07:30:00+05:30,31.57,36.88,1.58,267.08,15.07,98.57
2024-05-11 03:00:00+00:00,2024-05-11 08:30:00+05:30,34.73,27.35,2.74,494.65,13.2,98.62
2024-05-11 04:00:00+00:00,2024-05-11 09:30:00+05:30,36.75,23.69,2.87,689.03,12.71,98.62
2024-05-11 05:00:00+00:00,2024-05-11 10:30:00+05:30,38.5,21.26,2.77,811.85,12.51,98.58
2024-05-11 06:00:00+00:00,2024-05-11 11:30:00+05:30,40.11,19.15,2.74,881.8,12.23,98.51
2024-05-11 07:00:00+00:00,2024-05-11 12:30:00+05:30,41.13,17.68,2.86,857.05,11.85,98.42
2024-05-11 08:00:00+00:00,2024-05-11 13:30:00+05:30,41.68,16.69,3.04,818.15,11.43,98.31
2024-05-11 09:00:00+00:00,2024-05-11 14:30:00+05:30,41.73,16.15,3.04,688.05,10.96,98.21
2024-05-11 10:00:00+00:00,2024-05-11 15:30:00+05:30,41.36,15.99,3.06,508.0,10.53,98.15
2024-05-11 11:00:00+00:00,2024-05-11 16:30:00+05:30,40.53,16.29,3.23,303.45,10.14,98.12
2024-05-11 12:00:00+00:00,2024-05-11 17:30:00+05:30,39.2,17.07,3.17,115.6,9.79,98.13
2024-05-11 13:00:00+00:00,2024-05-11 18:30:00+05:30,35.79,20.34,2.17,6.78,9.63,98.18
2024-05-11 14:00:00+00:00,2024-05-11 19:30:00+05:30,34.13,22.11,2.42,0.0,9.49,98.26
2024-05-11 15:00:00+00:00,2024-05-11 20:30:00+05:30,33.13,23.52,2.49,0.0,9.6,98.33
2024-05-11 16:00:00+00:00,2024-05-11 21:30:00+05:30,32.18,25.24,2.42,0.0,9.84,98.36
2024-05-11 17:00:00+00:00,2024-05-11 22:30:00+05:30,31.31,27.07,2.25,0.0,10.15,98.37
2024-05-11 18:00:00+00:00,2024-05-11 23:30:00+05:30,30.58,28.92,2.02,0.0,10.51,98.34
2024-05-11 19:00:00+00:00,2024-05-12 00:30:00+05:30,30.0,30.84,1.72,0.0,10.97,98.29
2024-05-11 20:00:00+00:00,2024-05-12 01:30:00+05:30,29.69,32.66,1.26,0.0,11.57,98.26
2024-05-11 21:00:00+00:00,2024-05-12 02:30:00+05:30,29.4,34.04,0.87,0.0,11.96,98.24
2024-05-11 22:00:00+00:00,2024-05-12 03:30:00+05:30,29.19,34.7,0.36,0.0,12.06,98.27
2024-05-11 23:00:00+00:00,2024-05-12 04:30:00+05:30,28.32,37.0,0.74,0.0,12.27,98.33
2024-05-12 00:00:00+00:00,2024-05-12 05:30:00+05:30,27.78,38.97,1.55,25.67,12.58,98.42
2024-05-12 01:00:00+00:00,2024-05-12 06:30:00+05:30,29.53,33.76,2.83,136.75,11.94,98.5
2024-05-12 02:00:00+00:00,2024-05-12 07:30:00+05:30,32.9,26.89,3.68,283.3,11.39,98.56
2024-05-12 03:00:00+00:00,2024-05-12 08:30:00+05:30,36.11,21.09,4.57,476.92,10.44,98.61
2024-05-12 04:00:00+00:00,2024-05-12 09:30:00+05:30,38.16,18.23,4.23,668.92,9.92,98.62
2024-05-12 05:00:00+00:00,2024-05-12 10:30:00+05:30,39.74,16.64,3.74,771.38,9.84,98.58
2024-05-12 06:00:00+00:00,2024-05-12 11:30:00+05:30,40.43,16.09,3.37,815.9,9.88,98.51
2024-05-12 07:00:00+00:00,2024-05-12 12:30:00+05:30,41.05,15.65,3.2,860.75,9.96,98.41
2024-05-12 08:00:00+00:00,2024-05-12 13:30:00+05:30,41.92,15.01,3.34,774.28,10.03,98.31
2024-05-12 09:00:00+00:00,2024-05-12 14:30:00+05:30,41.81,15.12,3.51,620.8,10.04,98.21
2024-05-12 10:00:00+00:00,2024-05-12 15:30:00+05:30,41.11,15.68,3.91,459.67,10.03,98.15
2024-05-12 11:00:00+00:00,2024-05-12 16:30:00+05:30,40.31,16.37,4.2,277.45,10.05,98.11
2024-05-12 12:00:00+00:00,2024-05-12 17:30:00+05:30,39.03,17.67,3.72,105.53,10.15,98.12
2024-05-12 13:00:00+00:00,2024-05-12 18:30:00+05:30,35.66,21.42,2.21,6.6,10.29,98.16
2024-05-12 14:00:00+00:00,2024-05-12 19:30:00+05:30,34.36,23.2,2.07,0.0,10.41,98.22
2024-05-12 15:00:00+00:00,2024-05-12 20:30:00+05:30,33.84,24.1,1.86,0.0,10.55,98.27
2024-05-12 16:00:00+00:00,2024-05-12 21:30:00+05:30,33.17,25.21,1.79,0.0,10.66,98.3
2024-05-12 17:00:00+00:00,2024-05-12 22:30:00+05:30,32.3,26.58,1.86,0.0,10.72,98.32
2024-05-12 18:00:00+00:00,2024-05-12 23:30:00+05:30,31.27,28.21,2.04,0.0,10.73,98.32
2024-05-12 19:00:00+00:00,2024-05-13 00:30:00+05:30,30.31,29.86,2.19,0.0,10.78,98.3
2024-05-12 20:00:00+00:00,2024-05-13 01:30:00+05:30,29.48,31.62,2.27,0.0,10.89,98.28
2024-05-12 21:00:00+00:00,2024-05-13 02:30:00+05:30,28.86,32.97,2.22,0.0,10.98,98.27
2024-05-12 22:00:00+00:00,2024-05-13 03:30:00+05:30,28.42,33.95,2.14,0.0,11.04,98.3
2024-05-12 23:00:00+00:00,2024-05-13 04:30:00+05:30,27.9,35.1,2.19,0.0,11.1,98.35
2024-05-13 00:00:00+00:00,2024-05-13 05:30:00+05:30,28.03,35.11,2.2,30.52,11.22,98.43
2024-05-13 01:00:00+00:00,2024-05-13 06:30:00+05:30,31.17,29.43,3.06,164.52,11.29,98.52
2024-05-13 02:00:00+00:00,2024-05-13 07:30:00+05:30,34.88,23.21,2.27,356.4,10.84,98.57
2024-05-13 03:00:00+00:00,2024-05-13 08:30:00+05:30,38.38,17.09,0.84,542.9,9.13,98.6
2024-05-13 04:00:00+00:00,2024-05-13 09:30:00+05:30,39.74,15.23,1.13,693.78,8.54,98.58
2024-05-13 05:00:00+00:00,2024-05-13 10:30:00+05:30,40.88,14.09,1.61,837.12,8.28,98.54
2024-05-13 06:00:00+00:00,2024-05-13 11:30:00+05:30,41.62,13.38,2.27,881.0,8.1,98.47
2024-05-13 07:00:00+00:00,2024-05-13 12:30:00+05:30,42.17,12.82,2.96,804.9,7.91,98.38
2024-05-13 08:00:00+00:00,2024-05-13 13:30:00+05:30,42.4,12.49,3.59,593.5,7.69,98.3
2024-05-13 09:00:00+00:00,2024-05-13 14:30:00+05:30,42.18,12.3,3.83,398.7,7.32,98.22
2024-05-13 10:00:00+00:00,2024-05-13 15:30:00+05:30,41.66,12.15,3.95,331.33,6.74,98.17
2024-05-13 11:00:00+00:00,2024-05-13 16:30:00+05:30,40.68,12.28,4.16,208.07,6.15,98.15
2024-05-13 12:00:00+00:00,2024-05-13 17:30:00+05:30,39.17,12.87,3.85,77.03,5.65,98.17
2024-05-13 13:00:00+00:00,2024-05-13 18:30:00+05:30,35.29,15.82,2.67,6.1,5.55,98.22
2024-05-13 14:00:00+00:00,2024-05-13 19:30:00+05:30,33.34,17.15,2.92,0.0,5.16,98.28
2024-05-13 15:00:00+00:00,2024-05-13 20:30:00+05:30,32.13,17.81,2.98,0.0,4.72,98.33
2024-05-13 16:00:00+00:00,2024-05-13 21:30:00+05:30,31.07,18.33,3.0,0.0,4.27,98.37
2024-05-13 17:00:00+00:00,2024-05-13 22:30:00+05:30,30.11,18.78,2.98,0.0,3.85,98.39
2024-05-13 18:00:00+00:00,2024-05-13 23:30:00+05:30,29.26,19.26,2.97,0.0,3.49,98.38
2024-05-13 19:00:00+00:00,2024-05-14 00:30:00+05:30,28.47,19.83,2.98,0.0,3.26,98.35
2024-05-13 20:00:00+00:00,2024-05-14 01:30:00+05:30,27.68,20.67,3.01,0.0,3.22,98.33
2024-05-13 21:00:00+00:00,2024-05-14 02:30:00+05:30,26.91,21.85,3.0,0.0,3.34,98.33
2024-05-13 22:00:00+00:00,2024-05-14 03:30:00+05:30,26.1,23.48,2.89,0.0,3.67,98.35
2024-05-13 23:00:00+00:00,2024-05-14 04:30:00+05:30,25.36,25.42,2.72,0.0,4.19,98.4
2024-05-14 00:00:00+00:00,2024-05-14 05:30:00+05:30,25.63,25.99,2.34,35.05,4.73,98.47
2024-05-14 01:00:00+00:00,2024-05-14 06:30:00+05:30,28.84,22.18,2.39,182.93,5.17,98.54
2024-05-14 02:00:00+00:00,2024-05-14 07:30:00+05:30,32.09,18.66,1.18,363.55,5.35,98.6
2024-05-14 03:00:00+00:00,2024-05-14 08:30:00+05:30,38.05,12.2,2.61,542.33,4.02,98.64
2024-05-14 04:00:00+00:00,2024-05-14 09:30:00+05:30,40.1,10.94,3.28,776.38,4.08,98.63
2024-05-14 05:00:00+00:00,2024-05-14 10:30:00+05:30,41.33,10.45,3.67,902.45,4.37,98.58
2024-05-14 06:00:00+00:00,2024-05-14 11:30:00+05:30,42.27,10.09,4.21,920.97,4.57,98.5
2024-05-14 07:00:00+00:00,2024-05-14 12:30:00+05:30,42.86,9.79,4.88,908.3,4.62,98.42
2024-05-14 08:00:00+00:00,2024-05-14 13:30:00+05:30,43.09,9.63,5.53,824.1,4.56,98.32
2024-05-14 09:00:00+00:00,2024-05-14 14:30:00+05:30,42.74,9.74,6.01,679.83,4.45,98.24
2024-05-14 10:00:00+00:00,2024-05-14 15:30:00+05:30,42.11,9.97,6.25,493.77,4.28,98.17
2024-05-14 11:00:00+00:00,2024-05-14 16:30:00+05:30,41.07,10.4,6.24,289.2,4.11,98.14
2024-05-14 12:00:00+00:00,2024-05-14 17:30:00+05:30,39.49,11.27,5.31,107.05,4.03,98.15
2024-05-14 13:00:00+00:00,2024-05-14 18:30:00+05:30,35.55,14.13,3.23,7.45,4.15,98.19
2024-05-14 14:00:00+00:00,2024-05-14 19:30:00+05:30,33.61,15.72,3.23,0.0,4.12,98.26
2024-05-14 15:00:00+00:00,2024-05-14 20:30:00+05:30,32.51,16.6,3.18,0.0,4.03,98.31
2024-05-14 16:00:00+00:00,2024-05-14 21:30:00+05:30,31.45,17.42,3.08,0.0,3.85,98.34
2024-05-14 17:00:00+00:00,2024-05-14 22:30:00+05:30,30.45,18.05,2.96,0.0,3.55,98.34
2024-05-14 18:00:00+00:00,2024-05-14 23:30:00+05:30,29.47,18.52,2.87,0.0,3.09,98.31
2024-05-14 19:00:00+00:00,2024-05-15 00:30:00+05:30,28.52,18.75,2.79,0.0,2.51,98.28
2024-05-14 20:00:00+00:00,2024-05-15 01:30:00+05:30,27.66,18.78,2.72,0.0,1.82,98.26
2024-05-14 21:00:00+00:00,2024-05-15 02:30:00+05:30,27.18,18.44,2.44,0.0,1.17,98.26
2024-05-14 22:00:00+00:00,2024-05-15 03:30:00+05:30,27.43,17.58,1.9,0.0,0.71,98.29
2024-05-14 23:00:00+00:00,2024-05-15 04:30:00+05:30,27.93,16.78,1.2,0.0,0.49,98.33
2024-05-15 00:00:00+00:00,2024-05-15 05:30:00+05:30,28.43,16.4,0.47,35.78,0.56,98.39
2024-05-15 01:00:00+00:00,2024-05-15 06:30:00+05:30,30.06,15.34,0.86,186.3,0.96,98.48
2024-05-15 02:00:00+00:00,2024-05-15 07:30:00+05:30,33.15,12.85,1.49,396.73,0.95,98.54
2024-05-15 03:00:00+00:00,2024-05-15 08:30:00+05:30,38.77,10.06,2.57,594.15,1.89,98.57
2024-05-15 04:00:00+00:00,2024-05-15 09:30:00+05:30,40.67,9.46,3.26,712.05,2.49,98.56
2024-05-15 05:00:00+00:00,2024-05-15 10:30:00+05:30,41.94,8.84,3.49,862.75,2.53,98.51
2024-05-15 06:00:00+00:00,2024-05-15 11:30:00+05:30,42.85,8.29,3.68,934.22,2.34,98.43
2024-05-15 07:00:00+00:00,2024-05-15 12:30:00+05:30,43.42,7.87,3.89,957.12,2.07,98.35
2024-05-15 08:00:00+00:00,2024-05-15 13:30:00+05:30,43.64,7.58,4.07,873.0,1.74,98.26
2024-05-15 09:00:00+00:00,2024-05-15 14:30:00+05:30,43.35,7.47,4.5,725.78,1.35,98.18
2024-05-15 10:00:00+00:00,2024-05-15 15:30:00+05:30,42.69,7.51,4.98,532.03,0.93,98.14
2024-05-15 11:00:00+00:00,2024-05-15 16:30:00+05:30,41.58,7.72,5.16,315.42,0.48,98.14
2024-05-15 12:00:00+00:00,2024-05-15 17:30:00+05:30,39.7,8.32,3.94,121.88,0.06,98.18
2024-05-15 13:00:00+00:00,2024-05-15 18:30:00+05:30,35.33,10.47,2.83,8.02,-0.13,98.25
2024-05-15 14:00:00+00:00,2024-05-15 19:30:00+05:30,33.72,10.89,2.74,0.0,-0.83,98.33
2024-05-15 15:00:00+00:00,2024-05-15 20:30:00+05:30,33.34,10.67,2.32,0.0,-1.4,98.39
2024-05-15 16:00:00+00:00,2024-05-15 21:30:00+05:30,32.93,10.64,2.09,0.0,-1.76,98.43
2024-05-15 17:00:00+00:00,2024-05-15 22:30:00+05:30,32.03,10.97,2.16,0.0,-2.03,98.44
2024-05-15 18:00:00+00:00,2024-05-15 23:30:00+05:30,30.99,11.49,2.29,0.0,-2.21,98.42
2024-05-15 19:00:00+00:00,2024-05-16 00:30:00+05:30,29.91,12.14,2.42,0.0,-2.31,98.39
2024-05-15 20:00:00+00:00,2024-05-16 01:30:00+05:30,28.75,12.94,2.56,0.0,-2.34,98.37
2024-05-15 21:00:00+00:00,2024-05-16 02:30:00+05:30,27.85,13.72,2.62,0.0,-2.25,98.38
2024-05-15 22:00:00+00:00,2024-05-16 03:30:00+05:30,27.15,14.56,2.59,0.0,-2.02,98.4
2024-05-15 23:00:00+00:00,2024-05-16 04:30:00+05:30,26.63,15.47,2.52,0.0,-1.63,98.45
2024-05-16 00:00:00+00:00,2024-05-16 05:30:00+05:30,26.86,15.94,2.34,36.53,-1.06,98.51
2024-05-16 01:00:00+00:00,2024-05-16 06:30:00+05:30,30.34,13.58,2.55,173.88,-0.48,98.57
2024-05-16 02:00:00+00:00,2024-05-16 07:30:00+05:30,33.48,11.59,2.41,374.1,-0.19,98.61
2024-05-16 03:00:00+00:00,2024-05-16 08:30:00+05:30,38.91,8.95,1.1,570.1,0.43,98.62
2024-05-16 04:00:00+00:00,2024-05-16 09:30:00+05:30,41.55,8.97,0.97,761.67,2.44,98.59
2024-05-16 05:00:00+00:00,2024-05-16 10:30:00+05:30,42.95,8.73,1.41,887.65,3.13,98.52
2024-05-16 06:00:00+00:00,2024-05-16 11:30:00+05:30,43.91,8.58,1.84,923.33,3.59,98.42
2024-05-16 07:00:00+00:00,2024-05-16 12:30:00+05:30,44.56,8.67,2.4,913.4,4.19,98.29
2024-05-16 08:00:00+00:00,2024-05-16 13:30:00+05:30,44.87,8.96,3.12,836.67,4.9,98.16
2024-05-16 09:00:00+00:00,2024-05-16 14:30:00+05:30,44.83,9.4,3.71,694.22,5.51,98.06
2024-05-16 10:00:00+00:00,2024-05-16 15:30:00+05:30,44.33,10.01,4.18,500.62,6.01,97.98
2024-05-16 11:00:00+00:00,2024-05-16 16:30:00+05:30,43.39,10.66,4.47,292.35,6.21,97.92
2024-05-16 12:00:00+00:00,2024-05-16 17:30:00+05:30,41.72,11.69,3.5,114.18,6.25,97.92
2024-05-16 13:00:00+00:00,2024-05-16 18:30:00+05:30,37.68,14.71,2.55,7.88,6.39,97.96
2024-05-16 14:00:00+00:00,2024-05-16 19:30:00+05:30,36.37,15.65,2.39,0.0,6.27,98.02
2024-05-16 15:00:00+00:00,2024-05-16 20:30:00+05:30,35.91,15.95,2.13,0.0,6.16,98.06
2024-05-16 16:00:00+00:00,2024-05-16 21:30:00+05:30,35.79,16.01,1.72,0.0,6.13,98.08
2024-05-16 17:00:00+00:00,2024-05-16 22:30:00+05:30,35.87,15.94,1.02,0.0,6.13,98.1
2024-05-16 18:00:00+00:00,2024-05-16 23:30:00+05:30,35.74,16.08,0.24,0.0,6.15,98.09
2024-05-16 19:00:00+00:00,2024-05-17 00:30:00+05:30,34.68,17.1,0.6,0.0,6.19,98.07
2024-05-16 20:00:00+00:00,2024-05-17 01:30:00+05:30,33.45,18.37,1.12,0.0,6.22,98.04
2024-05-16 21:00:00+00:00,2024-05-17 02:30:00+05:30,31.98,19.95,1.57,0.0,6.22,98.02
2024-05-16 22:00:00+00:00,2024-05-17 03:30:00+05:30,30.58,21.5,2.0,0.0,6.16,98.04
2024-05-16 23:00:00+00:00,2024-05-17 04:30:00+05:30,29.46,22.82,2.27,0.0,6.08,98.08
2024-05-17 00:00:00+00:00,2024-05-17 05:30:00+05:30,29.45,22.73,2.21,35.15,6.01,98.13
2024-05-17 01:00:00+00:00,2024-05-17 06:30:00+05:30,32.74,18.83,2.27,173.75,6.02,98.18
2024-05-17 02:00:00+00:00,2024-05-17 07:30:00+05:30,36.55,15.5,1.49,330.35,6.28,98.23
2024-05-17 03:00:00+00:00,2024-05-17 08:30:00+05:30,40.97,12.33,1.44,504.83,6.43,98.24
2024-05-17 04:00:00+00:00,2024-05-17 09:30:00+05:30,43.3,10.85,2.04,699.45,6.37,98.21
2024-05-17 05:00:00+00:00,2024-05-17 10:30:00+05:30,44.69,10.02,2.27,836.72,6.31,98.15
2024-05-17 06:00:00+00:00,2024-05-17 11:30:00+05:30,45.67,9.4,2.75,923.4,6.13,98.05
2024-05-17 07:00:00+00:00,2024-05-17 12:30:00+05:30,46.33,8.86,3.49,868.9,5.8,97.93
2024-05-17 08:00:00+00:00,2024-05-17 13:30:00+05:30,46.63,8.4,4.35,800.75,5.31,97.81
2024-05-17 09:00:00+00:00,2024-05-17 14:30:00+05:30,46.42,8.06,5.07,672.97,4.6,97.71
2024-05-17 10:00:00+00:00,2024-05-17 15:30:00+05:30,45.83,7.94,5.57,480.92,3.96,97.66
2024-05-17 11:00:00+00:00,2024-05-17 16:30:00+05:30,44.79,8.26,5.7,304.0,3.74,97.65
2024-05-17 12:00:00+00:00,2024-05-17 17:30:00+05:30,43.07,9.21,4.49,112.3,3.95,97.68
2024-05-17 13:00:00+00:00,2024-05-17 18:30:00+05:30,38.58,12.22,2.98,7.93,4.47,97.74
2024-05-17 14:00:00+00:00,2024-05-17 19:30:00+05:30,36.84,13.77,2.92,0.0,4.79,97.8
2024-05-17 15:00:00+00:00,2024-05-17 20:30:00+05:30,36.23,14.55,2.65,0.0,5.1,97.84
2024-05-17 16:00:00+00:00,2024-05-17 21:30:00+05:30,35.87,15.11,2.4,0.0,5.37,97.86
2024-05-17 17:00:00+00:00,2024-05-17 22:30:00+05:30,35.32,15.84,2.33,0.0,5.6,97.85
2024-05-17 18:00:00+00:00,2024-05-17 23:30:00+05:30,34.41,16.92,2.56,0.0,5.81,97.83
2024-05-17 19:00:00+00:00,2024-05-18 00:30:00+05:30,33.49,18.07,2.82,0.0,6.03,97.8
2024-05-17 20:00:00+00:00,2024-05-18 01:30:00+05:30,32.65,19.38,2.87,0.0,6.34,97.77
2024-05-17 21:00:00+00:00,2024-05-18 02:30:00+05:30,31.75,20.82,2.75,0.0,6.66,97.76
2024-05-17 22:00:00+00:00,2024-05-18 03:30:00+05:30,31.03,22.07,2.53,0.0,6.91,97.76
2024-05-17 23:00:00+00:00,2024-05-18 04:30:00+05:30,30.52,23.01,2.22,0.0,7.09,97.79
2024-05-18 00:00:00+00:00,2024-05-18 05:30:00+05:30,30.7,22.93,1.78,35.65,7.2,97.82
2024-05-18 01:00:00+00:00,2024-05-18 06:30:00+05:30,33.05,20.15,1.68,177.15,7.24,97.87
2024-05-18 02:00:00+00:00,2024-05-18 07:30:00+05:30,36.01,17.34,1.3,359.55,7.45,97.91
2024-05-18 03:00:00+00:00,2024-05-18 08:30:00+05:30,40.55,14.41,2.01,569.88,8.36,97.91
2024-05-18 04:00:00+00:00,2024-05-18 09:30:00+05:30,42.86,12.85,2.49,745.08,8.47,97.88
2024-05-18 05:00:00+00:00,2024-05-18 10:30:00+05:30,44.62,11.62,3.05,869.12,8.36,97.81
2024-05-18 06:00:00+00:00,2024-05-18 11:30:00+05:30,45.88,10.76,3.9,919.38,8.21,97.72
2024-05-18 07:00:00+00:00,2024-05-18 12:30:00+05:30,46.65,10.14,4.98,912.17,7.92,97.62
2024-05-18 08:00:00+00:00,2024-05-18 13:30:00+05:30,46.88,9.63,6.22,830.62,7.38,97.53
2024-05-18 09:00:00+00:00,2024-05-18 14:30:00+05:30,46.63,9.29,7.02,684.6,6.69,97.45
2024-05-18 10:00:00+00:00,2024-05-18 15:30:00+05:30,46.01,9.05,7.38,492.65,5.88,97.38
2024-05-18 11:00:00+00:00,2024-05-18 16:30:00+05:30,45.04,9.09,7.34,283.05,5.19,97.35
2024-05-18 12:00:00+00:00,2024-05-18 17:30:00+05:30,43.53,9.6,6.15,105.25,4.83,97.35
2024-05-18 13:00:00+00:00,2024-05-18 18:30:00+05:30,39.35,12.14,3.53,8.27,4.95,97.38
