ward_id,ward_name,forecast_date,temperature_max_c,temperature_min_c,temperature_mean_c,humidity_mean_pct,humidity_max_pct,wind_mean_mps,solar_max_wm2,heat_index_max_c,wbgt_max_c,wbgt_mean_c,utci_max_c,thermal_hazard_score,danger_hours,extreme_hours,night_temperature_min_c,peak_risk_time_ist,population_estimate_2020,population_density_per_sq_km,exposure_score,danger_day,consecutive_danger_days,heat_duration_score,mortality_risk_index,risk_level,alert_code,map_color,recommended_action,sms_alert_required,open_cooling_centres,shift_outdoor_work_hours,hospital_surge_alert,model_version,risk_interpretation,vulnerability_data_status
1,NARELA,2026-08-28,33.7,27.3,30.3,76.0,92,2.12,764.0,40.03,30.3,28.31,40.84,67.62,11,0,27.3,2026-08-28T11:00,107464,5301.18,25.21,True,1,33.33,53.0,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
174,CHHATARPUR,2026-09-01,33.7,26.8,29.51,74.25,93,1.35,782.0,39.09,30.35,27.44,41.78,68.62,7,0,26.8,2026-09-01T13:00,156033,11917.65,45.81,True,5,100.0,61.19,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
175,AYA NAGAR,2026-08-28,34.0,26.2,30.1,73.33,94,2.74,798.0,39.45,30.37,27.84,41.7,68.96,10,0,26.2,2026-08-28T13:00,207016,6486.54,41.4,True,1,33.33,56.28,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
175,AYA NAGAR,2026-08-29,33.8,26.1,29.71,72.92,82,2.46,842.0,40.44,30.82,27.48,42.61,72.4,9,0,26.1,2026-08-29T13:00,207016,6486.54,41.4,True,2,66.67,61.5,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
175,AYA NAGAR,2026-08-30,33.8,26.4,29.9,72.04,81,2.25,837.0,40.47,30.8,27.6,42.51,72.01,11,0,26.4,2026-08-30T13:00,207016,6486.54,41.4,True,3,100.0,63.57,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
175,AYA NAGAR,2026-08-31,33.4,26.3,29.64,71.38,86,2.08,844.0,39.55,30.68,27.27,42.34,71.14,8,0,26.3,2026-08-31T13:00,207016,6486.54,41.4,True,4,100.0,62.8,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
175,AYA NAGAR,2026-09-01,33.6,25.9,29.11,74.96,93,1.73,811.0,38.86,30.36,27.14,41.92,68.79,8,0,25.9,2026-09-01T13:00,207016,6486.54,41.4,True,5,100.0,60.73,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
176,BHATI,2026-08-28,34.0,26.4,30.04,73.96,91,2.68,802.0,39.81,30.43,27.86,41.74,69.32,10,0,26.4,2026-08-28T13:00,257108,5527.23,40.3,True,1,33.33,56.42,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
176,BHATI,2026-08-29,33.8,26.3,29.85,72.67,82,2.41,831.0,40.75,30.9,27.59,42.66,72.92,10,0,26.3,2026-08-29T13:00,257108,5527.23,40.3,True,2,66.67,61.78,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
176,BHATI,2026-08-30,33.8,26.7,30.01,72.17,82,2.15,816.0,40.83,30.98,27.72,42.6,73.24,11,0,26.7,2026-08-30T13:00,257108,5527.23,40.3,True,3,100.0,64.49,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
176,BHATI,2026-08-31,33.7,26.4,29.83,71.54,87,1.89,843.0,39.82,30.64,27.47,42.26,70.81,9,0,26.4,2026-08-31T13:00,257108,5527.23,40.3,True,4,100.0,62.36,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
176,BHATI,2026-09-01,32.9,26.2,29.05,77.38,94,1.36,768.0,38.76,30.21,27.33,41.17,67.15,8,0,26.2,2026-09-01T13:00,257108,5527.23,40.3,True,5,100.0,59.14,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
177,SAID UL AJAIB,2026-08-28,34.0,26.4,30.04,73.96,91,2.68,802.0,39.81,30.43,27.86,41.74,69.32,10,0,26.4,2026-08-28T13:00,17818,2732.36,1.19,True,1,33.33,51.0,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
177,SAID UL AJAIB,2026-08-29,33.8,26.3,29.85,72.67,82,2.41,831.0,40.75,30.9,27.59,42.66,72.92,10,0,26.3,2026-08-29T13:00,17818,2732.36,1.19,True,2,66.67,56.08,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
177,SAID UL AJAIB,2026-08-30,33.8,26.7,30.01,72.17,82,2.15,816.0,40.83,30.98,27.72,42.6,73.24,11,0,26.7,2026-08-30T13:00,17818,2732.36,1.19,True,3,100.0,58.77,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
177,SAID UL AJAIB,2026-08-31,33.7,26.4,29.83,71.54,87,1.89,843.0,39.82,30.64,27.47,42.26,70.81,9,0,26.4,2026-08-31T13:00,17818,2732.36,1.19,True,4,100.0,56.82,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
177,SAID UL AJAIB,2026-09-01,32.9,26.2,29.05,77.38,94,1.36,768.0,38.76,30.21,27.33,41.17,67.15,8,0,26.2,2026-09-01T13:00,17818,2732.36,1.19,True,5,100.0,53.88,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
178,SANGAM VIHAR,2026-08-28,34.0,26.1,30.09,73.96,94,2.48,790.0,39.81,30.44,27.91,41.77,69.4,10,0,26.1,2026-08-28T13:00,17667,6887.18,3.01,True,1,33.33,51.31,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
178,SANGAM VIHAR,2026-08-29,33.9,26.3,29.99,72.33,82,2.27,834.0,40.44,30.93,27.69,42.74,73.15,11,0,26.3,2026-08-29T13:00,17667,6887.18,3.01,True,2,66.67,56.52,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
178,SANGAM VIHAR,2026-08-30,34.1,26.7,30.25,70.92,80,2.13,806.0,40.82,30.99,27.79,42.58,73.32,11,0,26.7,2026-08-30T13:00,17667,6887.18,3.01,True,3,100.0,59.1,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
178,SANGAM VIHAR,2026-08-31,34.4,26.5,30.2,69.75,86,1.81,838.0,40.05,30.94,27.61,42.86,73.15,11,0,26.5,2026-08-31T13:00,17667,6887.18,3.01,True,4,100.0,58.96,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
178,SANGAM VIHAR,2026-09-01,33.7,26.8,29.51,74.25,93,1.35,782.0,39.09,30.35,27.44,41.78,68.62,7,0,26.8,2026-09-01T13:00,17667,6887.18,3.01,True,5,100.0,55.31,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
179,TIGRI,2026-08-28,34.0,26.1,30.09,73.96,94,2.48,790.0,39.81,30.44,27.91,41.77,69.4,10,0,26.1,2026-08-28T13:00,44542,21472.23,26.95,True,1,33.33,54.63,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
179,TIGRI,2026-08-29,33.9,26.3,29.99,72.33,82,2.27,834.0,40.44,30.93,27.69,42.74,73.15,11,0,26.3,2026-08-29T13:00,44542,21472.23,26.95,True,2,66.67,60.02,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
179,TIGRI,2026-08-30,34.1,26.7,30.25,70.92,80,2.13,806.0,40.82,30.99,27.79,42.58,73.32,11,0,26.7,2026-08-30T13:00,44542,21472.23,26.95,True,3,100.0,62.61,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
179,TIGRI,2026-08-31,34.4,26.5,30.2,69.75,86,1.81,838.0,40.05,30.94,27.61,42.86,73.15,11,0,26.5,2026-08-31T13:00,44542,21472.23,26.95,True,4,100.0,62.47,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
179,TIGRI,2026-09-01,33.7,26.8,29.51,74.25,93,1.35,782.0,39.09,30.35,27.44,41.78,68.62,7,0,26.8,2026-09-01T13:00,44542,21472.23,26.95,True,5,100.0,58.6,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
18,LIBAS PUR,2026-08-28,33.9,27.5,30.45,75.0,91,1.99,765.0,39.94,30.31,28.35,40.97,67.89,11,0,27.5,2026-08-28T13:00,113099,18798.45,42.22,True,1,33.33,55.52,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
18,LIBAS PUR,2026-08-29,33.8,26.7,30.35,72.33,81,2.13,848.0,41.63,31.27,28.07,43.05,75.27,14,2,26.7,2026-08-29T13:00,113099,18798.45,42.22,True,2,66.67,64.06,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
18,LIBAS PUR,2026-08-30,33.9,27.0,30.62,71.25,81,1.73,810.0,41.9,31.32,28.23,42.63,74.95,14,3,27.0,2026-08-30T13:00,113099,18798.45,42.22,True,3,100.0,66.29,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
18,LIBAS PUR,2026-08-31,33.6,26.9,30.21,73.33,87,1.41,795.0,40.7,30.97,28.04,42.29,72.71,11,0,26.9,2026-08-31T13:00,113099,18798.45,42.22,True,4,100.0,64.31,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
18,LIBAS PUR,2026-09-01,32.4,27.1,29.16,80.92,93,1.22,784.0,40.46,30.7,27.85,41.46,70.34,9,0,27.1,2026-09-01T13:00,113099,18798.45,42.22,True,5,100.0,62.21,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
180,DAKSHINPURI EXT.,2026-08-28,34.0,26.1,30.09,73.96,94,2.48,790.0,39.81,30.44,27.91,41.77,69.4,10,0,26.1,2026-08-28T13:00,29847,21199.66,22.71,True,1,33.33,54.05,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
180,DAKSHINPURI EXT.,2026-08-29,33.9,26.3,29.99,72.33,82,2.27,834.0,40.44,30.93,27.69,42.74,73.15,11,0,26.3,2026-08-29T13:00,29847,21199.66,22.71,True,2,66.67,59.4,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
180,DAKSHINPURI EXT.,2026-08-30,34.1,26.7,30.25,70.92,80,2.13,806.0,40.82,30.99,27.79,42.58,73.32,11,0,26.7,2026-08-30T13:00,29847,21199.66,22.71,True,3,100.0,61.99,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
180,DAKSHINPURI EXT.,2026-08-31,34.4,26.5,30.2,69.75,86,1.81,838.0,40.05,30.94,27.61,42.86,73.15,11,0,26.5,2026-08-31T13:00,29847,21199.66,22.71,True,4,100.0,61.85,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
180,DAKSHINPURI EXT.,2026-09-01,33.7,26.8,29.51,74.25,93,1.35,782.0,39.09,30.35,27.44,41.78,68.62,7,0,26.8,2026-09-01T13:00,29847,21199.66,22.71,True,5,100.0,58.02,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
181,KHANPUR,2026-08-28,34.0,26.1,30.09,73.96,94,2.48,790.0,39.81,30.44,27.91,41.77,69.4,10,0,26.1,2026-08-28T13:00,78189,22339.71,36.95,True,1,33.33,56.02,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
181,KHANPUR,2026-08-29,33.9,26.3,29.99,72.33,82,2.27,834.0,40.44,30.93,27.69,42.74,73.15,11,0,26.3,2026-08-29T13:00,78189,22339.71,36.95,True,2,66.67,61.49,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
181,KHANPUR,2026-08-30,34.1,26.7,30.25,70.92,80,2.13,806.0,40.82,30.99,27.79,42.58,73.32,11,0,26.7,2026-08-30T13:00,78189,22339.71,36.95,True,3,100.0,64.07,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
181,KHANPUR,2026-08-31,34.4,26.5,30.2,69.75,86,1.81,838.0,40.05,30.94,27.61,42.86,73.15,11,0,26.5,2026-08-31T13:00,78189,22339.71,36.95,True,4,100.0,63.93,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
181,KHANPUR,2026-09-01,33.7,26.8,29.51,74.25,93,1.35,782.0,39.09,30.35,27.44,41.78,68.62,7,0,26.8,2026-09-01T13:00,78189,22339.71,36.95,True,5,100.0,59.97,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
182,AMBEDKAR NAGAR,2026-08-28,34.0,26.1,30.09,73.96,94,2.48,790.0,39.81,30.44,27.91,41.77,69.4,10,0,26.1,2026-08-28T13:00,14254,28708.96,27.16,True,1,33.33,54.66,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
182,AMBEDKAR NAGAR,2026-08-29,33.9,26.3,29.99,72.33,82,2.27,834.0,40.44,30.93,27.69,42.74,73.15,11,0,26.3,2026-08-29T13:00,14254,28708.96,27.16,True,2,66.67,60.05,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
182,AMBEDKAR NAGAR,2026-08-30,34.1,26.7,30.25,70.92,80,2.13,806.0,40.82,30.99,27.79,42.58,73.32,11,0,26.7,2026-08-30T13:00,14254,28708.96,27.16,True,3,100.0,62.64,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
182,AMBEDKAR NAGAR,2026-08-31,34.4,26.5,30.2,69.75,86,1.81,838.0,40.05,30.94,27.61,42.86,73.15,11,0,26.5,2026-08-31T13:00,14254,28708.96,27.16,True,4,100.0,62.5,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
182,AMBEDKAR NAGAR,2026-09-01,33.7,26.8,29.51,74.25,93,1.35,782.0,39.09,30.35,27.44,41.78,68.62,7,0,26.8,2026-09-01T13:00,14254,28708.96,27.16,True,5,100.0,58.63,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
183,MADANGIR,2026-08-28,34.0,26.1,30.09,73.96,94,2.48,790.0,39.81,30.44,27.91,41.77,69.4,10,0,26.1,2026-08-28T13:00,12380,25081.04,22.76,True,1,33.33,54.05,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
183,MADANGIR,2026-08-29,33.9,26.3,29.99,72.33,82,2.27,834.0,40.44,30.93,27.69,42.74,73.15,11,0,26.3,2026-08-29T13:00,12380,25081.04,22.76,True,2,66.67,59.41,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
183,MADANGIR,2026-08-30,34.1,26.7,30.25,70.92,80,2.13,806.0,40.82,30.99,27.79,42.58,73.32,11,0,26.7,2026-08-30T13:00,12380,25081.04,22.76,True,3,100.0,61.99,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
183,MADANGIR,2026-08-31,34.4,26.5,30.2,69.75,86,1.81,838.0,40.05,30.94,27.61,42.86,73.15,11,0,26.5,2026-08-31T13:00,12380,25081.04,22.76,True,4,100.0,61.85,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
183,MADANGIR,2026-09-01,33.7,26.8,29.51,74.25,93,1.35,782.0,39.09,30.35,27.44,41.78,68.62,7,0,26.8,2026-09-01T13:00,12380,25081.04,22.76,True,5,100.0,58.02,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
184,PUSHP VIHAR,2026-08-28,34.0,26.1,30.09,73.96,94,2.48,790.0,39.81,30.44,27.91,41.77,69.4,10,0,26.1,2026-08-28T13:00,41598,22890.0,27.8,True,1,33.33,54.75,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
184,PUSHP VIHAR,2026-08-29,33.9,26.3,29.99,72.33,82,2.27,834.0,40.44,30.93,27.69,42.74,73.15,11,0,26.3,2026-08-29T13:00,41598,22890.0,27.8,True,2,66.67,60.15,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
184,PUSHP VIHAR,2026-08-30,34.1,26.7,30.25,70.92,80,2.13,806.0,40.82,30.99,27.79,42.58,73.32,11,0,26.7,2026-08-30T13:00,41598,22890.0,27.8,True,3,100.0,62.73,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
