ward_id,ward_name,forecast_date,temperature_max_c,humidity_mean_pct,wbgt_max_c,utci_max_c,thermal_hazard_score,danger_hours,extreme_hours,consecutive_danger_days,population_estimate_2020,mortality_risk_index,evidence_relative_risk,evidence_relative_increase_pct,calibrated_mortality_risk_index,calibrated_risk_level,calibrated_alert_code,calibrated_recommended_action
261,JIWANPUR,2026-08-31,35.2,66.04,31.03,43.17,73.97,9,1,4,126083,72.52,1.27,27.03,92.1,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
84,TURKMAN GATE,2026-08-31,36.0,63.83,31.27,43.62,75.72,9,2,4,9075,66.27,1.27,27.03,84.16,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
12,G.T.B. NAGAR,2026-08-31,35.3,61.67,31.07,43.32,74.39,11,2,4,79466,66.24,1.27,27.03,84.12,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
51,ROHINI EAST,2026-08-31,35.3,61.67,31.07,43.32,74.39,11,2,4,69220,66.06,1.27,27.03,83.9,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
15,SARAI PIPAL THALA,2026-08-31,35.3,61.67,31.07,43.32,74.39,11,2,4,58152,66.06,1.27,27.03,83.9,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
93,BALJIT NAGAR,2026-08-31,35.8,61.42,31.24,43.79,75.8,11,2,4,14013,66.04,1.27,27.03,83.87,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
14,ADARASH  NAGAR,2026-08-31,35.3,61.67,31.07,43.32,74.39,11,2,4,47602,66.03,1.27,27.03,83.86,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
210,DALLOPURA,2026-08-31,36.1,64.54,31.38,43.73,76.21,10,3,4,28096,66.02,1.27,27.03,83.85,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
53,PITAMPURA SOUTH,2026-08-31,35.3,61.67,31.07,43.32,74.39,11,2,4,71058,66.0,1.27,27.03,83.82,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
232,ANARKALI,2026-08-31,36.0,63.83,31.27,43.62,75.72,9,2,4,28612,66.0,1.27,27.03,83.82,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
118,JANAK PURI SOUTH,2026-08-31,35.3,60.79,31.11,43.59,74.89,11,1,4,62974,65.99,1.27,27.03,83.81,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
203,BADAR PUR,2026-08-31,35.6,65.67,31.28,43.27,75.54,9,2,4,62748,65.95,1.27,27.03,83.76,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
57,PASCHIM VIHAR SOUTH,2026-08-31,35.3,60.79,31.11,43.59,74.89,11,1,4,76155,65.95,1.27,27.03,83.76,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
123,VIKAS PURI,2026-08-31,35.3,60.79,31.11,43.59,74.89,11,1,4,53747,65.94,1.27,27.03,83.74,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
115,MAJOR BHUPINDAR SINGH NAGAR,2026-08-31,35.3,60.79,31.11,43.59,74.89,11,1,4,34374,65.91,1.27,27.03,83.71,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
88,QASABPURA,2026-08-31,35.8,61.42,31.24,43.79,75.8,11,2,4,24651,65.9,1.27,27.03,83.69,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
10,TIMAR PUR,2026-08-31,35.2,66.04,31.03,43.17,73.97,9,1,4,107771,65.85,1.27,27.03,83.63,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
80,CHANDNI CHOWK,2026-08-31,36.0,63.83,31.27,43.62,75.72,9,2,4,62665,65.83,1.27,27.03,83.6,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
79,JAMA MASJID,2026-08-31,36.0,63.83,31.27,43.62,75.72,9,2,4,25310,65.83,1.27,27.03,83.6,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
83,BAZAR SITARAM,2026-08-31,36.0,63.83,31.27,43.62,75.72,9,2,4,12637,65.82,1.27,27.03,83.59,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
6,MUKUND PUR,2026-08-31,35.3,61.67,31.07,43.32,74.39,11,2,4,109143,65.79,1.27,27.03,83.55,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
111,HARI NAGAR,2026-08-31,35.3,60.79,31.11,43.59,74.89,11,1,4,64851,65.78,1.27,27.03,83.54,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
67,WAJIRPUR,2026-08-31,35.3,61.67,31.07,43.32,74.39,11,2,4,59221,65.73,1.27,27.03,83.48,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
73,SHASTRI NAGAR,2026-08-31,35.8,61.42,31.24,43.79,75.8,11,2,4,40445,65.72,1.27,27.03,83.46,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
64,SHAKUR PUR,2026-08-31,35.3,61.67,31.07,43.32,74.39,11,2,4,36487,65.65,1.27,27.03,83.38,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
77,KASHMERE GATE,2026-08-31,36.0,63.83,31.27,43.62,75.72,9,2,4,71733,65.64,1.27,27.03,83.36,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
112,SUBHASH NAGAR,2026-08-31,35.3,60.79,31.11,43.59,74.89,11,1,4,43922,65.64,1.27,27.03,83.36,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
32,NILOTHI,2026-08-31,35.3,60.79,31.11,43.59,74.89,11,1,4,86141,65.6,1.27,27.03,83.31,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
17,SAMAYPUR BADLI,2026-08-31,35.3,61.67,31.07,43.32,74.39,11,2,4,78699,65.59,1.27,27.03,83.3,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
126,NAWADA,2026-08-31,35.3,60.79,31.11,43.59,74.89,11,1,4,29570,65.59,1.27,27.03,83.3,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
30,MUNDAKA,2026-08-31,33.9,69.33,31.08,42.89,73.94,10,1,4,427596,65.54,1.27,27.03,83.24,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
213,KALYAN PURI,2026-08-31,36.1,64.54,31.38,43.73,76.21,10,3,4,14219,65.54,1.27,27.03,83.24,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
65,NIMRI COLONY,2026-08-31,35.8,61.42,31.24,43.79,75.8,11,2,4,35581,65.53,1.27,27.03,83.22,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
16,JAHANGIRPURI-I,2026-08-31,35.3,61.67,31.07,43.32,74.39,11,2,4,22508,65.51,1.27,27.03,83.2,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
119,MILAP NAGAR,2026-08-31,35.3,60.79,31.11,43.59,74.89,11,1,4,45204,65.51,1.27,27.03,83.2,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
135,KAKRAULA,2026-08-31,34.0,69.92,31.08,42.92,73.98,10,1,4,135553,65.48,1.27,27.03,83.16,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
95,EAST PATEL NAGAR,2026-08-31,35.8,61.42,31.24,43.79,75.8,11,2,4,55276,65.47,1.27,27.03,83.15,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
76,DEPUTY GANJ,2026-08-31,35.8,61.42,31.24,43.79,75.8,11,2,4,30918,65.45,1.27,27.03,83.12,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
66,SAWAN PARK,2026-08-31,35.3,61.67,31.07,43.32,74.39,11,2,4,65455,65.43,1.27,27.03,83.1,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
70,RANA PRATAP BAGH,2026-08-31,35.8,61.42,31.24,43.79,75.8,11,2,4,37260,65.42,1.27,27.03,83.08,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
69,KAMLA NAGAR,2026-08-31,35.8,61.42,31.24,43.79,75.8,11,2,4,55099,65.39,1.27,27.03,83.05,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
192,GREATER KAILASH-I,2026-08-31,36.1,64.54,31.38,43.73,76.21,10,3,4,66868,65.36,1.27,27.03,83.01,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
21,ROHINI,2026-08-31,35.3,61.67,31.07,43.32,74.39,11,2,4,96850,65.35,1.27,27.03,82.99,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
204,MOLARBAND,2026-08-31,35.6,65.67,31.28,43.27,75.54,9,2,4,39412,65.31,1.27,27.03,82.94,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
139,DICHAON KALAN,2026-08-31,33.9,69.33,31.08,42.89,73.94,10,1,4,193542,65.24,1.27,27.03,82.85,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
196,KALKAJI,2026-08-31,36.1,64.54,31.38,43.73,76.21,10,3,4,31255,65.24,1.27,27.03,82.85,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
23,BUDH VIHAR,2026-08-31,34.2,67.88,31.01,42.79,73.48,12,1,4,67994,65.23,1.27,27.03,82.84,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
164,HAUZ KHAS,2026-08-31,35.4,65.17,31.25,43.6,75.63,12,2,4,52906,65.19,1.27,27.03,82.79,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
102,RAGHUBIR NAGAR,2026-08-31,35.3,60.79,31.11,43.59,74.89,11,1,4,21070,65.14,1.27,27.03,82.73,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
133,CHHAWLA,2026-08-31,34.0,69.92,31.08,42.92,73.98,10,1,4,205529,65.1,1.27,27.03,82.68,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
49,ROHINI NORTH,2026-08-31,35.3,61.67,31.07,43.32,74.39,11,2,4,77483,65.09,1.27,27.03,82.66,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
22,RITHALA,2026-08-31,35.3,61.67,31.07,43.32,74.39,11,2,4,57136,65.04,1.27,27.03,82.6,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
43,NANGLOI EAST,2026-08-31,35.3,60.79,31.11,43.59,74.89,11,1,4,59392,65.04,1.27,27.03,82.6,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
11,MUKHERJEE NAGAR,2026-08-31,35.2,66.04,31.03,43.17,73.97,9,1,4,68958,65.02,1.27,27.03,82.58,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
134,NANGLI SAKRAVATI,2026-08-31,34.0,69.92,31.08,42.92,73.98,10,1,4,153186,65.0,1.27,27.03,82.55,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
154,NIZAMUDDIN,2026-08-31,36.1,64.54,31.38,43.73,76.21,10,3,4,84260,64.93,1.27,27.03,82.46,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
41,GURU HARKISHAN NAGAR,2026-08-31,35.3,60.79,31.11,43.59,74.89,11,1,4,62861,64.89,1.27,27.03,82.41,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
75,KISHAN GANJ,2026-08-31,35.8,61.42,31.24,43.79,75.8,11,2,4,31228,64.89,1.27,27.03,82.41,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
58,PASCHIM VIHAR NORTH,2026-08-31,35.3,60.79,31.11,43.59,74.89,11,1,4,53340,64.87,1.27,27.03,82.38,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
92,DEV NAGAR,2026-08-31,35.8,61.42,31.24,43.79,75.8,11,2,4,20879,64.84,1.27,27.03,82.35,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
206,OKHLA,2026-08-31,36.1,64.54,31.38,43.73,76.21,10,3,4,60364,64.82,1.27,27.03,82.32,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
82,KUCHA PANDIT,2026-08-31,36.0,63.83,31.27,43.62,75.72,9,2,4,10044,64.82,1.27,27.03,82.32,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
24,VIJAY VIHAR,2026-08-31,34.2,67.88,31.01,42.79,73.48,12,1,4,62025,64.81,1.27,27.03,82.31,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
110,NANGAL RAYA,2026-08-31,34.5,67.5,31.02,43.14,73.9,12,1,4,64207,64.77,1.27,27.03,82.26,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
54,PITAMPUR NORTH,2026-08-31,35.3,61.67,31.07,43.32,74.39,11,2,4,61194,64.74,1.27,27.03,82.22,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
52,NAHARPUR,2026-08-31,35.3,61.67,31.07,43.32,74.39,11,2,4,36819,64.74,1.27,27.03,82.22,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
140,KHERA,2026-08-31,34.2,67.67,31.01,42.84,73.55,10,1,4,254249,64.72,1.27,27.03,82.19,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
42,PERAGHARHI,2026-08-31,35.3,60.79,31.11,43.59,74.89,11,1,4,47249,64.71,1.27,27.03,82.18,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
207,MADANPUR KHADAR,2026-08-31,35.6,65.67,31.28,43.27,75.54,9,2,4,92916,64.7,1.27,27.03,82.17,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
125,MOHAN GARDEN,2026-08-31,35.3,60.79,31.11,43.59,74.89,11,1,4,45325,64.68,1.27,27.03,82.14,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
159,ANDREWSGANJ,2026-08-31,35.4,65.17,31.25,43.6,75.63,12,2,4,61051,64.65,1.27,27.03,82.11,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
55,SHALIMAR BAGH NORTH,2026-08-31,35.3,61.67,31.07,43.32,74.39,11,2,4,55925,64.59,1.27,27.03,82.03,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
50,ROHINI CENTRAL,2026-08-31,35.3,61.67,31.07,43.32,74.39,11,2,4,67543,64.58,1.27,27.03,82.02,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
20,JAHANGIR PURI -II,2026-08-31,35.3,61.67,31.07,43.32,74.39,11,2,4,24373,64.55,1.27,27.03,81.98,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
194,EAST OF KAILASH,2026-08-31,36.1,64.54,31.38,43.73,76.21,10,3,4,48345,64.52,1.27,27.03,81.94,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
155,LAJPAT NAGAR,2026-08-31,36.1,64.54,31.38,43.73,76.21,10,3,4,35234,64.5,1.27,27.03,81.92,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
71,SANGAM PARK,2026-08-31,35.3,61.67,31.07,43.32,74.39,11,2,4,31864,64.5,1.27,27.03,81.92,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
160,AMAR COLONY,2026-08-31,36.1,64.54,31.38,43.73,76.21,10,3,4,35235,64.38,1.27,27.03,81.76,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
127,UTTAM NAGAR,2026-08-31,35.3,60.79,31.11,43.59,74.89,11,1,4,23410,64.37,1.27,27.03,81.75,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
87,RAM NAGAR,2026-08-31,35.8,61.42,31.24,43.79,75.8,11,2,4,11097,64.28,1.27,27.03,81.64,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
201,JAITPUR,2026-08-31,35.6,65.67,31.28,43.27,75.54,9,2,4,60096,64.26,1.27,27.03,81.61,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
29,KARALA,2026-08-30,34.4,70.58,31.46,43.3,76.4,12,3,3,256007,67.49,1.209,20.87,81.6,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
85,IDGAH ROAD,2026-08-31,35.8,61.42,31.24,43.79,75.8,11,2,4,18860,64.19,1.27,27.03,81.52,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
34,NITHARI,2026-08-31,34.2,67.88,31.01,42.79,73.48,12,1,4,98257,64.18,1.27,27.03,81.51,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
157,KASTURBA NAGAR,2026-08-31,35.4,65.17,31.25,43.6,75.63,12,2,4,52550,64.18,1.27,27.03,81.51,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
35,KIRARI SULEMAN NAGAR,2026-08-31,34.2,67.88,31.01,42.79,73.48,12,1,4,70620,64.15,1.27,27.03,81.47,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
78,MAJNU KA TILA,2026-08-31,35.2,66.04,31.03,43.17,73.97,9,1,4,74123,64.13,1.27,27.03,81.45,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
89,PAHAR GANJ,2026-08-31,35.8,61.42,31.24,43.79,75.8,11,2,4,23552,64.09,1.27,27.03,81.39,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
156,BHOGAL,2026-08-31,36.1,64.54,31.38,43.73,76.21,10,3,4,26814,64.07,1.27,27.03,81.37,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
8,JHARODA,2026-08-31,35.2,66.04,31.03,43.17,73.97,9,1,4,118845,64.07,1.27,27.03,81.37,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
46,MANGOLPURI  EAST,2026-08-31,34.2,67.88,31.01,42.79,73.48,12,1,4,28830,63.97,1.27,27.03,81.24,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
47,MANGOLPURI,2026-08-31,34.2,67.88,31.01,42.79,73.48,12,1,4,28179,63.94,1.27,27.03,81.2,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
195,GOVIND PURI,2026-08-31,35.6,65.67,31.28,43.27,75.54,9,2,4,13250,63.91,1.27,27.03,81.17,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
150,PUSA,2026-08-31,35.8,61.42,31.24,43.79,75.8,11,2,4,79752,63.88,1.27,27.03,81.13,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
39,SULTANPUR MAJRA,2026-08-31,34.2,67.88,31.01,42.79,73.48,12,1,4,22268,63.86,1.27,27.03,81.1,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
48,MANGOLPURI  WEST,2026-08-31,34.2,67.88,31.01,42.79,73.48,12,1,4,41840,63.85,1.27,27.03,81.09,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
86,BALLIMARAN,2026-08-31,36.0,63.83,31.27,43.62,75.72,9,2,4,12490,63.76,1.27,27.03,80.98,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
130,MANGLAPURI,2026-08-31,34.5,67.5,31.02,43.14,73.9,12,1,4,55684,63.76,1.27,27.03,80.98,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
104,MADIPUR,2026-08-31,35.3,60.79,31.11,43.59,74.89,11,1,4,15583,63.74,1.27,27.03,80.95,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
27,BEGUMPUR,2026-08-30,34.0,72.21,31.45,42.96,75.96,13,3,3,218725,66.85,1.209,20.87,80.82,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
28,BAWANA,2026-08-30,34.0,72.21,31.45,42.96,75.96,13,3,3,203777,66.85,1.209,20.87,80.82,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
9,MALKAGANJ,2026-08-31,35.8,61.42,31.24,43.79,75.8,11,2,4,20497,63.61,1.27,27.03,80.78,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
205,ZAKIR NAGAR,2026-08-31,36.1,64.54,31.38,43.73,76.21,10,3,4,38929,63.6,1.27,27.03,80.77,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
240,DILSHAD COLONY,2026-08-30,34.1,73.88,31.0,42.34,72.98,13,1,3,46202,66.81,1.209,20.87,80.77,Extreme,RED,Activate emergency heat response; expand cooling centres and ambulance readiness; suspend strenuous outdoor work; issue regional alerts and initiate hospital surge protocols.
